dim,act_mean,act_var,act_std,act_skew,act_excess_kurtosis,act_q95_abs,act_q99_abs,act_max_abs,act_tail_ratio,recon_mean,recon_var,recon_std,recon_skew,recon_excess_kurtosis,recon_q95_abs,recon_q99_abs,recon_max_abs,recon_tail_ratio,var_delta,kurtosis_delta,tail_ratio_delta,abs_mean_delta
2011,-0.006649658,7.867249,2.8048618,0.01681353,0.20959163,5.5625,7.5,12.1875,5.4952602,0.06367583,5.240624,2.2892408,0.03298686,0.24087715,4.532776,6.15625,10.75,5.9497643,-2.626625,0.031285524,0.454504,0.07032549
2012,0.18966754,6.4752545,2.5446522,0.025757749,0.16720533,5.03125,6.75,12.625,6.2436647,0.24546635,3.6466265,1.9096142,0.07536295,0.27731705,3.828125,5.15625,8.0625,5.3281884,-2.828628,0.11011171,-0.9154763,0.055798814
2013,-0.22862178,6.862139,2.6195686,-0.0249032,0.15662909,5.21875,7.0,10.625,5.1024923,-0.33801836,4.2104278,2.0519326,-0.2596958,0.86630654,4.09375,5.6875,11.625,7.196348,-2.6517115,0.70967746,2.0938559,0.10939658
2014,-1.1984677,7.132579,2.6706889,0.058021,0.12110233,5.6875,7.5,11.375,4.8564196,-0.5736233,4.14099,2.0349422,0.09416373,0.2720921,4.15625,5.53125,9.75,5.8058133,-2.991589,0.15098977,0.94939375,0.62484443
2015,-0.19935666,11.685484,3.4184036,-0.12314679,0.14214611,6.75,9.0,16.75,6.166394,-0.032432716,8.7378025,2.9559774,-0.1385495,0.21123672,5.90625,7.78125,14.6875,6.2979546,-2.9476814,0.069090605,0.13156033,0.16692394
2016,0.18479714,6.2734513,2.5046859,-0.048546333,0.18991995,4.96875,6.625305,11.5,5.780479,0.28916398,3.6235433,1.9035606,0.026438214,0.19705176,3.828125,5.15625,7.84375,5.164672,-2.649908,0.007131815,-0.61580706,0.10436684
2017,-0.30876857,6.50336,2.5501685,-0.015219143,0.22461128,5.03125,6.906555,10.625,5.2336965,-0.65831673,3.8003616,1.9494516,0.07769846,0.53489685,4.0625,5.531555,9.625,5.9470153,-2.7029982,0.31028557,0.7133188,0.34954816
2018,-0.42820844,6.4992623,2.549365,0.03273799,0.2750256,5.09375,6.875,11.5,5.6306605,-0.32810488,3.759982,1.9390674,0.004696692,0.35608768,3.90625,5.281555,9.6875,6.2560816,-2.7392802,0.08106208,0.62542105,0.10010356
2019,0.8582299,11.682308,3.4179392,-0.040614564,0.6022899,7.09375,9.8125,14.5,5.275757,0.3053514,9.406522,3.0670054,0.012128335,0.57027745,6.28125,8.625,13.75,5.796365,-2.2757864,-0.032012463,0.52060795,0.5528785
2020,-0.32846493,6.2236423,2.4947228,0.024044896,0.15970159,4.96875,6.5625,12.6875,6.347561,-0.03452588,3.3901734,1.8412423,-0.046875644,0.27891493,3.65625,4.90625,8.0,5.51034,-2.833469,0.11921334,-0.83722067,0.29393905
2021,-0.33591506,10.360281,3.218739,0.077924296,0.24776411,6.375,8.625,13.25,5.179569,-0.034538377,7.14294,2.672628,0.076164976,0.36316037,5.34375,7.34375,11.125,5.321185,-3.217341,0.11539626,0.14161634,0.30137667
2022,0.447979,6.725585,2.5933733,-0.008994864,0.18589067,5.1875,6.937805,12.125,5.810015,0.47040546,4.0181284,2.004527,0.029697495,0.2521658,4.09375,5.5,9.25,5.6950774,-2.7074566,0.06627512,-0.11493778,0.022426456
2023,-0.9645765,7.029856,2.6513877,-0.103967935,0.30719662,5.5625,7.59375,12.0625,5.431502,-0.7623233,4.260952,2.0642073,-0.13217081,0.48557138,4.34375,6.0,10.4375,6.036254,-2.7689042,0.17837477,0.60475206,0.20225316
2024,-0.20276701,6.966564,2.639425,0.043116633,0.3325312,5.25,7.094055,12.9375,6.200291,0.115113415,4.3908615,2.0954382,0.08300482,0.46915984,4.21875,5.71875,10.125,6.187829,-2.5757027,0.13662863,-0.012462139,0.31788042
2025,0.3463519,6.172577,2.484467,-0.010044359,0.25494123,4.96875,6.6875,11.25,5.683269,0.014986084,3.5206804,1.8763477,-0.05380861,0.38460636,3.734375,5.1875,8.6875,5.8977733,-2.6518965,0.12966514,0.21450424,0.3313658
2026,0.35425064,7.0472345,2.6546628,-0.046306677,0.26863766,5.3125,7.15625,11.0625,5.2391367,0.29531553,4.1501,2.0371795,-0.23245819,0.5942433,4.09375,5.5625,10.9375,6.777895,-2.8971343,0.32560563,1.5387583,0.058935106
2027,0.9993193,6.14598,2.4791086,0.06298277,0.19090652,5.25,7.0,11.0625,5.2159877,0.0079251705,3.6452293,1.9092484,0.08436936,0.26586223,3.796875,5.125,7.9375,5.286747,-2.5007505,0.0749557,0.0707593,0.99139416
2028,-0.5924002,6.4037437,2.530562,-0.025705017,0.20586371,5.1875,6.90625,11.0,5.357467,-0.6812608,3.7185578,1.9283563,-0.0922274,0.24149513,4.0625,5.53125,9.0625,5.6272573,-2.685186,0.03563142,0.26979017,0.08886063
2029,-0.26545742,7.0308313,2.6515715,0.026291557,0.31513667,5.3125,7.125,12.125,5.7724557,-0.044132568,4.3005853,2.0737853,0.03307342,0.3141539,4.125,5.59375,9.4375,5.7860622,-2.730246,-0.0009827614,0.013606548,0.22132486
2030,-0.19987139,6.7471476,2.5975273,0.0909853,0.19741344,5.09375,6.90625,12.6875,6.1485214,0.10459883,3.9949727,1.9987428,0.019215053,0.24900365,3.9375,5.3125,9.1875,5.8063483,-2.7521749,0.051590204,-0.3421731,0.3044702
2031,1.2656989,43.944153,6.629039,0.1470835,0.23611951,13.375,18.625,28.375,5.3548594,0.69416,41.490673,6.441325,0.08219378,0.4198146,13.0625,17.875,31.125,6.1650157,-2.4534798,0.18369508,0.81015635,0.5715389
2032,-0.6888885,6.7244406,2.5931525,-0.022761568,0.14190674,5.28125,7.03125,12.9375,6.081706,-0.17068444,3.932441,1.9830383,-0.06811365,0.23943591,3.96875,5.3125,8.6875,5.5377855,-2.7919996,0.09752917,-0.5439205,0.51820403
2033,0.21318892,7.8188047,2.7962127,-0.038279377,0.17084742,5.5,7.375,13.875,6.2236404,0.13388409,4.994644,2.23487,-0.011096914,0.28487492,4.375,5.9375,10.6875,6.0336933,-2.8241606,0.1140275,-0.18994713,0.07930483
2034,0.37469667,6.045604,2.458781,-0.031713735,0.27312756,4.9375,6.625,10.125,5.174385,0.2539363,3.3983219,1.8434538,0.011507848,0.40027165,3.78125,5.03125,9.0625,6.2249565,-2.6472824,0.1271441,1.0505714,0.12076038
2035,-0.5916312,11.692666,3.419454,-0.1142385,0.607296,7.09375,9.875,15.875,5.9352107,-0.3168923,9.33876,3.0559385,-0.14520758,0.7368102,6.28125,8.875,13.4375,5.701654,-2.3539057,0.12951422,-0.23355675,0.27473888
2036,-0.005079947,7.2529116,2.693123,-0.0007572524,0.3074696,5.34375,7.1875,17.375,8.17304,0.39323702,4.2168136,2.0534883,0.016198844,0.31505084,4.15625,5.5625,12.0625,7.330333,-3.036098,0.007581234,-0.84270716,0.39831698
2037,0.7568449,21.995396,4.6899247,0.0055608647,0.3391292,9.5,12.62561,21.375,5.740933,0.4492484,18.520287,4.30352,0.04573733,0.5156584,8.75,11.875,23.625,7.025874,-3.475109,0.17652917,1.2849412,0.30759647
2038,-0.5192127,6.4804306,2.545669,0.029819028,0.24682355,5.125,6.937805,11.0625,5.3773565,0.092833936,3.8374085,1.9589305,0.065834954,0.2850244,3.875,5.250305,9.6875,6.271325,-2.643022,0.038200855,0.8939686,0.61204666
2039,-0.026678907,15.351252,3.9180672,0.16536885,0.9872954,8.125,11.375,19.0,6.4319696,0.32436398,12.746144,3.5701742,0.2343681,1.2428246,7.46875,10.5625,19.125,7.1636543,-2.6051073,0.25552917,0.7316847,0.3510429
2040,-0.61595625,7.0095,2.647546,-0.06546426,0.22062969,5.375,7.28125,13.375,6.216504,-0.29296422,4.1954045,2.0482686,-0.034485538,0.29724956,4.125,5.5625,9.875,6.063356,-2.8140955,0.07661986,-0.15314817,0.32299203
2041,0.39460975,8.517991,2.9185598,-0.014726177,0.22300625,5.84375,7.75,13.75,5.8922386,0.39842218,5.848729,2.4184146,0.0263281,0.28557372,4.84375,6.46875,10.9375,5.665209,-2.669262,0.06256747,-0.2270298,0.0038124323
2042,0.14006479,51.98753,7.210238,0.19384503,0.25051284,14.125,19.5,31.25,5.4946375,0.74878067,45.24969,6.726789,0.17497873,0.36239934,13.5,18.75,32.75,6.1817064,-6.7378387,0.1118865,0.68706894,0.6087159
2043,-0.22746626,10.5135975,3.2424679,-0.10092841,0.2718892,6.4375,8.6875,15.6875,6.140658,-0.06832289,7.6249337,2.7613282,-0.1021833,0.30132532,5.46875,7.312805,13.3125,6.1122804,-2.8886638,0.029436111,-0.028377533,0.15914336
2044,1.0824736,6.477697,2.545132,0.0072294045,0.14979482,5.4375,7.21875,11.25,5.1135654,0.18157522,4.386714,2.0944483,-0.04810391,0.2594862,4.15625,5.625,9.3125,5.6038384,-2.090983,0.10969138,0.490273,0.9008984
2045,0.25365478,6.5036764,2.5502307,0.019250488,0.17601609,5.0625,6.6875,11.9375,5.8920894,0.39559698,3.7994602,1.9492204,0.073868126,0.24923229,3.984375,5.28125,9.125,5.8314652,-2.7042162,0.0732162,-0.060624123,0.1419422
2046,-0.73537326,6.627014,2.5742989,-0.12874493,0.2239685,5.34375,7.15625,14.875,7.060087,-0.5749226,3.7962728,1.9484026,-0.1173159,0.2841959,4.0625,5.46875,10.5625,6.614639,-2.8307414,0.060227394,-0.4454484,0.16045064
2047,0.0816433,5.9652,2.442376,-0.0670154,0.15386868,4.78125,6.375,11.5,5.914711,-0.098245494,3.610455,1.9001198,-0.1695781,0.6476116,3.734375,5.1875,10.375,6.9872246,-2.354745,0.49374294,1.0725136,0.17988878
2048,0.5048597,6.2638025,2.502759,0.027446307,0.21563864,5.03125,6.781555,11.75,5.8186593,0.27493605,3.6637375,1.9140892,0.009997555,0.26062727,3.859375,5.125,10.0625,6.5955586,-2.600065,0.044988632,0.77689934,0.22992364
2049,-0.83301306,7.9666696,2.8225288,0.00501859,0.14014578,5.751526,7.6875,11.75,5.026313,-0.30820927,5.066821,2.25096,0.033681687,0.22565532,4.46875,6.03125,10.625,5.913002,-2.8998485,0.08550954,0.8866892,0.52480376
2050,0.30122787,7.4635487,2.7319496,-0.015234629,0.3929019,5.4375,7.625,12.0,5.5598125,-0.172111,4.321856,2.0789075,-0.12451686,0.34976506,4.125,5.6875,10.0,6.1049137,-3.1416926,-0.043136835,0.54510117,0.47333887
2051,0.4545688,6.172656,2.484483,0.07516314,0.21721959,4.96875,6.75,11.5,5.757486,0.27443764,3.498096,1.8703197,0.10830216,0.37438178,3.765625,5.156555,8.125,5.4774847,-2.67456,0.15716219,-0.28000116,0.18013117
2052,-0.29054618,30.910597,5.55973,-0.6630847,1.2011566,11.3125,17.625,21.625,5.112719,-0.26332456,26.26455,5.124895,-0.5690561,0.98064303,10.5,15.8125,21.875,5.5825644,-4.6460476,-0.22051358,0.4698453,0.02722162
2053,0.04741487,13.452513,3.6677668,-0.03120604,0.3509934,7.34375,9.93811,15.625,5.4373226,-0.15911135,10.562415,3.249987,0.005499576,0.43453074,6.5,8.9375,14.75,5.779168,-2.8900976,0.08353734,0.3418455,0.20652622
2054,0.9974815,11.220025,3.3496306,-0.021545608,0.18562889,6.875,9.125,16.375,5.9037075,0.87433845,7.848843,2.8015788,-0.032607935,0.30616784,5.84375,7.78125,12.8125,5.5307417,-3.371182,0.12053895,-0.3729658,0.12314308
2055,0.5474926,6.8444095,2.6161823,0.038837265,0.26445675,5.3125,7.062805,12.625,5.990758,0.54771066,4.005221,2.0013049,0.17014264,0.74337125,4.09375,5.65625,12.625,7.784582,-2.8391886,0.4789145,1.7938242,0.00021803379
2056,-0.53049016,6.650743,2.5789034,0.09365167,0.27979493,5.1875,7.0,12.0625,5.7962685,-0.5064887,3.931878,1.9828964,0.04310275,0.33597803,4.0625,5.46875,9.75,6.0359087,-2.718865,0.0561831,0.23964024,0.02400148
2057,-0.60771763,6.728793,2.5939918,-0.04458063,0.20892477,5.25,7.125305,11.625,5.5208883,-0.36580184,4.322548,2.079074,-0.13349158,0.45672822,4.15625,5.6875,12.0625,7.2851725,-2.4062452,0.24780345,1.7642841,0.24191579
2058,0.05033992,6.870614,2.6211855,0.015855197,0.15264463,5.1875,7.0,11.5,5.5438457,-0.046028662,3.9777446,1.9944284,0.020333648,0.23716378,3.96875,5.25,9.375,5.959366,-2.8928695,0.08451915,0.4155202,0.09636858
2059,0.80568933,8.16066,2.8566868,-0.010505552,0.14956903,5.8125,7.781555,12.5625,5.3151884,0.22205883,5.090554,2.2562256,-0.006858256,0.2736373,4.4375,6.03125,10.8125,6.0311036,-3.0701056,0.12406826,0.7159152,0.5836305
2060,-1.1475298,6.914799,2.6296005,-0.020395584,0.12419605,5.625,7.406555,12.625,5.531129,-0.34706166,4.0863175,2.021464,-0.08342298,0.3121302,4.0625,5.625,9.875,6.119074,-2.8284817,0.18793416,0.587945,0.8004682
2061,-0.59415394,10.365168,3.219498,0.015664794,0.048489094,6.4375,8.625,13.0,4.9836917,-0.8241244,7.3095584,2.7036195,0.085321866,0.314224,5.53125,7.46875,13.0625,5.8007836,-3.0556092,0.2657349,0.81709194,0.22997046
2062,0.28782687,7.0502334,2.6552277,0.06543182,0.15840697,5.3125,7.09375,11.5625,5.4713807,0.16563146,4.09511,2.0236378,0.033844177,0.32636976,4.03125,5.40625,11.4375,7.147865,-2.9551234,0.16796279,1.6764841,0.12219541
2063,1.0503478,6.3681674,2.5235229,0.027513823,0.12349105,5.40625,7.125,11.375,5.2492223,0.3349365,3.6821246,1.9188863,0.07535749,0.2776754,3.828125,5.21875,9.8125,6.372975,-2.6860428,0.15418434,1.1237526,0.7154113
2064,0.6917828,6.908639,2.628429,-0.07768893,0.2437725,5.3125,7.1875,11.25,5.2190866,0.23447412,4.050556,2.0125995,-0.091145575,0.33345842,4.0,5.40625,9.0,5.6284266,-2.8580828,0.08968592,0.4093399,0.45730865
2065,-0.13268958,6.6210084,2.573132,-0.006401972,0.37258387,5.125,6.937805,13.625,6.714027,-0.19841558,3.8131425,1.952727,0.1324759,0.6004834,3.859375,5.375,11.4375,7.450607,-2.8078659,0.22789955,0.7365799,0.065726
2066,0.38553482,6.604275,2.5698783,0.013057942,0.35460663,5.1875,6.969055,11.25,5.5156593,0.22859731,3.953179,1.9882603,-0.06626182,0.24761271,3.96875,5.312805,8.375,5.302854,-2.6510963,-0.10699391,-0.21280527,0.15693751
2067,0.8184247,6.8948565,2.6258059,-0.08761435,0.40773463,5.40625,7.437805,12.9375,5.9545507,0.1946641,4.613522,2.147911,0.1941968,1.9026556,4.1875,5.844055,14.25,8.553414,-2.2813344,1.494921,2.5988636,0.6237606
2068,-0.2335568,6.405424,2.530894,-0.029778244,0.1619556,5.0625,6.71875,10.5625,5.253313,-0.28280434,3.7741222,1.94271,-0.039169736,0.27835083,3.9375,5.25,10.0625,6.5125575,-2.6313019,0.116395235,1.2592444,0.049247533
2069,0.45376825,6.62435,2.5737813,0.0031818047,0.19291782,5.1875,6.875,12.3125,5.9578843,0.4219671,3.8503401,1.9622283,-0.06345698,0.25265622,3.96875,5.28125,10.1875,6.414642,-2.77401,0.059738398,0.45675755,0.031801164
2070,0.82086396,7.844194,2.8007488,-0.056265805,0.37093663,5.8125,7.8125,14.5,6.294046,0.34239438,5.558277,2.3576,0.016342215,0.50585747,4.78125,6.5,11.0625,5.9502172,-2.2859168,0.13492084,-0.34382868,0.47846958
2071,0.6742257,6.313836,2.512735,-0.022814374,0.18458676,5.09375,6.8125,11.1875,5.4254045,-0.08679824,3.6576734,1.9125044,0.03157368,0.2588203,3.8125,5.09375,8.5625,5.666117,-2.6561627,0.07423353,0.24071264,0.76102394
2072,-0.033762995,6.211466,2.4922812,0.011891894,0.114942074,4.9375,6.53125,10.0625,5.0886054,0.016369116,3.5062613,1.8725014,0.08271087,0.52034116,3.734375,5.062805,11.6875,7.9432864,-2.7052045,0.40539908,2.854681,0.05013211
2073,0.30143642,7.0742197,2.6597404,0.020584559,0.11362696,5.28125,7.0625,10.75,5.067866,0.65379465,4.44526,2.1083786,0.06121231,0.32369018,4.375,5.875,12.0625,6.9398313,-2.6289597,0.21006322,1.8719654,0.35235822
2074,0.027406385,7.433578,2.7264588,0.005649292,0.19168735,5.40625,7.21875,12.0,5.5603037,0.15225674,4.1957884,2.0483623,0.05154647,0.31668758,4.0625,5.562805,9.125,5.643704,-3.2377896,0.12500024,0.08340025,0.124850355
2075,-0.041530605,6.6565757,2.580034,-0.049216334,0.16080475,5.125,6.781555,10.9375,5.347247,0.07142947,3.7977257,1.9487754,-0.052909747,0.28382015,3.875,5.25,8.375,5.4407434,-2.85885,0.123015404,0.09349632,0.11296007
2076,-0.8963878,9.507486,3.0834212,-0.025172902,0.15551567,6.375,8.5625,14.6875,5.7809696,-0.6206767,6.42702,2.5351567,0.046049338,0.32679033,5.125,6.875305,13.25,6.4021873,-3.0804663,0.17127466,0.6212177,0.27571112
2077,0.05229601,6.225633,2.495122,0.005099574,0.4035647,4.9375,6.6875,12.125,6.1915917,0.028664282,3.4899223,1.8681334,0.02376228,0.31457257,3.703125,5.0625,8.375,5.694945,-2.7357109,-0.08899212,-0.49664688,0.023631727
2078,0.43855616,6.956161,2.6374536,-0.012937486,0.0907774,5.25,6.875,11.5,5.4125843,0.123544216,4.2310443,2.0569503,-0.10072205,0.6984396,4.03125,5.5625,11.5,7.104935,-2.7251167,0.6076622,1.6923509,0.31501195
2079,-0.08826338,6.7152095,2.591372,-0.029619394,0.19631124,5.125,6.937805,11.625,5.67693,0.00062131346,4.0653415,2.0162692,-0.04043029,0.30790758,3.984375,5.4375,9.0625,5.7036204,-2.649868,0.111596346,0.026690483,0.08888469
2080,-0.19814874,6.284501,2.5068908,0.05753323,0.23103547,4.9375,6.71875,11.0625,5.5641384,-0.2228971,3.4806767,1.8656572,0.052431136,0.2864318,3.703125,5.03125,8.625,5.8167934,-2.8038244,0.05539632,0.25265503,0.024748355
2081,0.8050709,5.4812064,2.3411977,0.07117261,0.14695859,4.9375,6.46875,12.5625,6.420554,0.23305954,3.1254828,1.7679034,0.08236982,0.23507714,3.546875,4.8125,7.5,5.334859,-2.3557236,0.08811855,-1.0856953,0.57201135
2082,-0.5437915,6.654343,2.5796013,-0.020311536,0.23113275,5.1875,7.0625,13.4375,6.44963,0.16222094,4.0756803,2.0188315,-0.035454575,0.3072431,4.0,5.469055,8.8125,5.5165815,-2.5786629,0.07611036,-0.93304825,0.7060124
2083,0.48180845,6.614449,2.5718572,0.045668066,0.12961125,5.15625,6.875,11.3125,5.465469,0.29947662,4.216143,2.053325,0.056988206,0.21556473,4.0625,5.59375,8.75,5.337668,-2.398306,0.085953474,-0.12780094,0.18233183
2084,0.07544779,7.705043,2.775796,-0.054639876,0.1642034,5.46875,7.250305,11.875,5.4027877,0.26010594,4.5155196,2.1249752,-0.0013851289,0.25077295,4.21875,5.71875,11.4375,6.756575,-3.1895232,0.08656955,1.3537874,0.18465814
2085,-0.2963918,10.207862,3.1949744,0.20463264,0.4459164,6.375,8.75061,13.875,5.5060344,-0.2003574,7.7493587,2.783767,0.18532838,0.66695786,5.59375,7.65625,13.5,6.2176075,-2.4585032,0.22104144,0.7115731,0.09603438
2086,0.7860036,8.139435,2.8529694,-0.027354592,0.13061285,5.78125,7.78125,12.3125,5.227851,0.6176343,5.1971574,2.2797275,-0.0071380665,0.2875402,4.65625,6.281555,11.0,5.891298,-2.9422774,0.15692735,0.6634469,0.1683693
2087,-0.046420343,6.608123,2.570627,0.05801193,0.18812537,5.064026,6.875,12.125,5.9664927,0.30615366,4.0070763,2.0017684,-0.045351006,0.3177514,3.984375,5.40625,9.75,6.102058,-2.6010466,0.12962604,0.13556528,0.352574
2088,-0.13138433,8.402324,2.8986762,-0.02805275,0.117489815,5.75,7.625,11.6875,5.073278,-0.05523512,5.2807903,2.297997,-0.096986264,0.24584794,4.53125,6.15625,10.375,5.7055635,-3.1215334,0.12835813,0.6322856,0.07614921
2089,0.72925967,14.8606,3.854945,0.48483816,1.5836196,7.75,11.375,26.25,8.758347,0.16954502,12.179379,3.4898968,0.57793576,1.9552331,6.8125,10.125,23.25,8.711837,-2.681221,0.3716135,-0.046509743,0.5597147
2090,0.4638427,6.219462,2.4938848,-0.015235331,0.24463367,5.0,6.75,12.1875,6.076252,-0.1115218,3.6498203,1.9104503,0.0039564585,0.25307178,3.8125,5.09375,8.75,5.806531,-2.5696416,0.00843811,-0.26972103,0.5753645
2091,-0.6879064,6.6405077,2.5769184,-0.012087221,0.23604846,5.3125,7.000305,11.5,5.455944,-0.061066896,3.9139132,1.9783612,0.055990253,0.3988247,3.953125,5.40625,9.3125,5.9906745,-2.7265944,0.16277623,0.53473043,0.6268395
2092,-0.09959551,6.669999,2.5826342,0.00768098,0.12093806,5.09375,6.78125,10.75,5.2451744,-0.44571918,3.966762,1.9916732,-0.055398725,0.24660873,4.032776,5.5,8.875,5.516768,-2.703237,0.12567067,0.27159357,0.34612367
2093,-0.8043497,12.096353,3.477981,0.12025546,0.64048576,7.25,9.8125,16.5,5.906158,-0.135673,9.583411,3.0957086,0.12023959,0.82043695,6.40625,8.81311,17.0,7.1281824,-2.5129414,0.17995119,1.2220244,0.66867673
2094,0.41956922,7.3784766,2.716335,-0.03196547,0.3807962,5.46875,7.469055,11.75,5.4339957,0.17766054,4.9266744,2.2196114,-0.014162571,0.495095,4.40625,6.15625,10.375,5.9547257,-2.4518023,0.11429882,0.52073,0.24190868
2095,-0.58180094,7.549702,2.747672,-0.06836319,0.3443663,5.59375,7.6875,13.5625,6.159866,-0.15749457,5.1691866,2.2735846,-0.38624543,1.8429799,4.46875,6.4375,16.875,9.656704,-2.3805156,1.4986136,3.496838,0.42430636
2096,0.56588084,6.4091706,2.531634,0.017291903,0.20256329,5.09375,6.8125,11.5,5.6080723,0.4307954,3.7097266,1.9260651,0.071896404,0.23514819,3.921875,5.28125,9.6875,6.210966,-2.699444,0.032584906,0.6028938,0.13508543
2097,0.06682004,7.035336,2.6524208,0.04357104,0.25159717,5.21875,7.000305,13.875,6.6055503,0.25928256,4.5756574,2.1390786,-0.018703075,0.489043,4.28125,5.9375,10.0625,5.9681687,-2.4596786,0.23744583,-0.63738155,0.19246252
2098,-0.22318615,8.332162,2.8865485,0.020860316,0.06994152,5.71875,7.53125,11.3125,4.9159937,-0.4443751,5.618109,2.370255,0.058880053,0.39997888,4.75,6.40625,12.125,6.3619933,-2.7140527,0.33003736,1.4459996,0.22118895
2099,-0.98646486,25.453144,5.0451107,-0.22802922,0.1443131,10.375,13.875,21.0,5.178553,-0.24223125,23.106518,4.806924,-0.27813283,0.36124945,9.625,13.1875,21.0,5.544186,-2.3466263,0.21693635,0.365633,0.7442336
2100,1.618959,8.029359,2.8336124,0.09248666,0.20810223,6.5,8.75,13.6875,5.299593,1.2902845,4.869995,2.2068067,0.1800918,0.5846894,5.09375,7.125,12.0,5.9902954,-3.1593637,0.37658715,0.69070244,0.32867444
2101,0.6448926,7.145394,2.673087,-0.05278458,0.15452647,5.40625,7.1875,10.75,4.9268904,0.36875167,4.323514,2.0793061,-0.086276405,0.42226934,4.1875,5.65625,10.4375,6.2870603,-2.8218799,0.26774287,1.3601699,0.2761409
2102,-0.063092306,6.5516787,2.5596247,0.01737209,0.18412709,5.0625,6.8125,11.25,5.5606217,-0.17254984,3.9170527,1.9791546,0.11523735,0.22077036,3.921875,5.1875,8.9375,5.6831393,-2.634626,0.036643267,0.122517586,0.10945754
2103,0.09758342,15.275315,3.9083648,0.13737868,0.2989638,7.59375,10.6875,20.0,6.454567,-0.005808423,12.75843,3.5718944,0.136339,0.45258498,7.0,10.0625,19.25,6.8578067,-2.5168858,0.1536212,0.40323973,0.10339184
2104,0.6174814,9.357246,3.0589616,0.022590283,0.29842806,6.1875,8.375,14.0,5.6833315,0.43203878,6.5403256,2.557406,-0.02635523,0.36818314,5.125,7.000305,13.1875,6.4513483,-2.8169208,0.06975508,0.7680168,0.18544263
2105,-0.5538295,15.606975,3.9505663,0.022668334,0.28054047,8.0,10.625,18.25,5.8292418,-0.48047313,13.095546,3.6187768,-0.019833192,0.35660958,7.375,9.875,15.75,5.51716,-2.5114288,0.07606912,-0.3120818,0.07335636
2106,7.793885,176.78221,13.295947,0.37630942,0.25809383,32.262207,42.25,61.25,5.162874,6.139029,172.26425,13.124948,0.42471752,0.30893397,30.875,41.0,55.5,5.0338936,-4.5179596,0.05084014,-0.12898064,1.6548562
2107,0.9503445,6.1612515,2.4821868,0.023016911,0.26634765,5.25,7.062805,11.625,5.533166,0.3440078,3.4278688,1.8514504,0.021828877,0.35428262,3.71875,5.09375,9.5625,6.4494686,-2.7333827,0.08793497,0.9163027,0.6063367
2108,-0.8691246,6.5728164,2.5637505,0.06093811,0.1645689,5.28125,7.031555,12.0,5.5615273,-0.63099074,4.2246027,2.055384,0.12829056,0.25131536,4.28125,5.5625,8.875,5.189232,-2.3482137,0.086746454,-0.37229538,0.23813385
2109,-0.17254089,6.573399,2.563864,-0.051459067,0.23575139,5.095276,6.812805,11.1875,5.5134296,0.22900161,3.6268263,1.9044229,-0.07960493,0.4168005,3.8125,5.21875,9.3125,6.187197,-2.9465728,0.18104911,0.67376757,0.40154248
2110,0.05416418,5.956083,2.4405086,0.08663241,0.2927606,4.84375,6.5625,11.8125,6.1456795,0.09055942,3.494459,1.8693472,0.19324428,0.40111732,3.703125,5.125,9.6875,6.596561,-2.461624,0.108356714,0.45088148,0.036395244
2111,0.62788665,6.373817,2.524642,-0.014196148,0.20220637,5.125,6.875,11.375,5.508772,0.009475287,3.7822142,1.9447916,0.04873132,0.3388133,3.859375,5.25,8.8125,5.7681556,-2.5916028,0.13660693,0.25938368,0.61841136
2112,-0.06941833,7.3815413,2.7168992,-0.039606776,0.13147402,5.3125,7.21875,11.875,5.4890313,0.1585041,4.7782316,2.1859167,-0.0009931083,0.25255752,4.3125,5.9375,9.1875,5.297093,-2.6033096,0.1210835,-0.1919384,0.22792244
2113,0.5368305,6.465686,2.5427713,0.019384978,0.13413453,5.125,6.75,12.375,6.012557,0.09045869,3.6888475,1.9206372,0.0068806205,0.25049067,3.8125,5.15625,8.25,5.4419885,-2.7768383,0.116356134,-0.57056856,0.4463718
2114,-0.50313103,6.78836,2.6054482,-0.02921365,0.2343607,5.1875,7.125,13.0625,6.2195888,-0.44322926,4.116326,2.028873,0.0048504854,0.35788965,4.125,5.687805,9.1875,5.6130276,-2.6720343,0.12352896,-0.6065612,0.059901774
2115,-0.87195027,11.054273,3.3247967,0.07529278,0.32692719,6.8125,9.125,17.125,6.287966,-0.3357046,8.595515,2.9318109,0.05483203,0.35728455,5.84375,7.9375,14.375,6.1960692,-2.4587574,0.03035736,-0.091896534,0.5362457
2116,1.1121016,9.910188,3.148045,-0.021986334,0.35804343,6.59375,9.0,13.6875,5.1911674,0.51458025,7.56291,2.7500746,0.06724097,0.44670248,5.53125,7.75,12.875,5.8568273,-2.3472776,0.08865905,0.6656599,0.5975213
2117,-0.6096298,6.5482,2.5589452,-0.04686908,0.16756701,5.21875,6.9375,12.625,6.055421,-0.35974762,3.7903554,1.9468836,-0.02725213,0.34940672,3.9375,5.34375,9.625,6.1987753,-2.7578447,0.1818397,0.14335442,0.24988219
2118,-0.20820655,6.3958225,2.5289962,-0.053778812,0.13908315,4.96875,6.75,12.125,6.030911,0.025580639,3.9946191,1.9986544,-0.06355282,0.13483214,3.953888,5.219055,8.5625,5.40233,-2.4012034,-0.0042510033,-0.62858105,0.2337872
